66	612	-566	328	612	-566	328	612	-566	328
67	-33	-405	171	-33	-405	171	-33	-405	171
68	-287	-468	161	-287	-468	161	-287	-468	161
69	-721	-396	-421	-721	-396	-421	-721	-396	-421
70	-178	-477	11	-178	-477	11	-178	-477	11
71	-601	-575	-343	-601	-575	-343	-601	-575	-343
72	-92	-412	242	-92	-412	242	-92	-412	242
73	150	761	-623	150	761	-623	150	761	-623
74	-639	-580	-449	-639	-580	-449	-639	-580	-449
75	-300	-421	-9	-300	-421	-9	-300	-421	-9
76	-294	-388	212	-294	-388	212	-294	-388	212
77	-262	-253	146	-262	-253	146	-262	-253	146
78	-223	-408	190	-223	-408	190	-223	-408	190
79	435	-574	357	435	-574	357	435	-574	357
80	-56	-465	203	-56	-465	203	-56	-465	203
81	482	-564	520	482	-564	520	482	-564	520
82	678	-542	362	678	-542	362	678	-542	362
83	692	-486	313	692	-486	313	692	-486	313
84	115	710	-616	115	710	-616	115	710	-616
85	367	722	-669	367	722	-669	367	722	-669
86	215	742	-741	215	742	-741	215	742	-741
87	699	-522	402	699	-522	402	699	-522	402
88	-110	-459	200	-110	-459	200	-110	-459	200
89	-68	-312	51	-68	-312	51	-68	-312	51
90	175	606	-641	175	606	-641	175	606	-641
91	-193	-359	237	-193	-359	237	-193	-359	237
92	-159	-216	207	-159	-216	207	-159	-216	207
93	-716	-316	-496	-716	-316	-496	-716	-316	-496
94	-208	-481	-6	-208	-481	-6	-208	-481	-6
95	-604	-539	-395	-604	-539	-395	-604	-539	-395
96	234	673	-620	234	673	-620	234	673	-620
97	-794	-511	-412	-794	-511	-412	-794	-511	-412
98	-787	-496	-344	-787	-496	-344	-787	-496	-344
99	-110	-473	168	-110	-473	168	-110	-473	168
100	346	652	-766	346	652	-766	346	652	-766
101	553	-599	334	553	-599	334	553	-599	334
102	-754	-483	-316	-754	-483	-316	-754	-483	-316
103	489	-363	453	489	-363	453	489	-363	453
104	-307	-218	189	-307	-218	189	-307	-218	189
105	-132	-453	33	-132	-453	33	-132	-453	33
106	427	-432	507	427	-432	507	427	-432	507
107	655	-555	453	655	-555	453	655	-555	453
108	308	577	-743	308	577	-743	308	577	-743
109	-756	-563	-540	-756	-563	-540	-756	-563	-540
110	603	-372	349	603	-372	349	603	-372	349
111	-772	-380	-416	-772	-380	-416	-772	-380	-416
112	-784	-484	-380	-784	-484	-380	-784	-484	-380
113	-759	-354	-523	-759	-354	-523	-759	-354	-523
114	531	-465	297	531	-465	297	531	-465	297
115	-592	-583	-347	-592	-583	-347	-592	-583	-347
116	499	-442	513	499	-442	513	499	-442	513
117	697	-627	270	697	-627	270	697	-627	270
118	179	516	-591	179	516	-591	179	516	-591
119	272	745	-798	272	745	-798	272	745	-798
120	376	691	-615	376	691	-615	376	691	-615
121	-537	-573	-301	-537	-573	-301	-537	-573	-301
122	-742	-401	-286	-742	-401	-286	-742	-401	-286
123	300	760	-618	300	760	-618	300	760	-618
124	274	661	-762	274	661	-762	274	661	-762
125	384	702	-778	384	702	-778	384	702	-778
126	-774	-547	-373	-774	-547	-373	-774	-547	-373
127	-714	-522	-316	-714	-522	-316	-714	-522	-316
128	465	-635	445	465	-635	445	465	-635	445
129	-87	-251	81	-87	-251	81	-87	-251	81
130	363	773	-588	363	773	-588	363	773	-588
131	-35	-263	167	-35	-263	167	-35	-263	167
132	494	-440	457	494	-440	457	494	-440	457
133	210	599	-823	210	599	-823	210	599	-823
134	-544	-520	-557	-544	-520	-557	-544	-520	-557
135	-616	-360	-401	-616	-360	-401	-616	-360	-401
136	562	-559	345	562	-559	345	562	-559	345
137	-596	-492	-318	-596	-492	-318	-596	-492	-318
138	610	-518	474	610	-518	474	610	-518	474
139	-249	-252	95	-249	-252	95	-249	-252	95
140	689	-477	506	689	-477	506	689	-477	506
141	-243	-324	110	-243	-324	110	-243	-324	110
142	376	627	-822	376	627	-822	376	627	-822
143	456	-426	450	456	-426	450	456	-426	450
144	-74	-220	178	-74	-220	178	-74	-220	178
145	-544	-499	-486	-544	-499	-486	-544	-499	-486
146	-102	-389	198	-102	-389	198	-102	-389	198
147	-80	-412	27	-80	-412	27	-80	-412	27
148	-675	-532	-320	-675	-532	-320	-675	-532	-320
149	572	-598	257	572	-598	257	572	-598	257
150	-60	-487	163	-60	-487	163	-60	-487	163
151	-82	-445	268	-82	-445	268	-82	-445	268
152	-143	-360	62	-143	-360	62	-143	-360	62
153	-50	-343	209	-50	-343	209	-50	-343	209
154	196	608	-627	196	608	-627	196	608	-627
155	596	-429	465	596	-429	465	596	-429	465
156	-143	-485	102	-143	-485	102	-143	-485	102
157	-627	-341	-522	-627	-341	-522	-627	-341	-522
158	-700	-403	-341	-700	-403	-341	-700	-403	-341
159	-198	-483	42	-198	-483	42	-198	-483	42
160	379	659	-640	379	659	-640	379	659	-640
161	-589	-338	-466	-589	-338	-466	-589	-338	-466
162	240	682	-779	240	682	-779	240	682	-779
163	-642	-338	-465	-642	-338	-465	-642	-338	-465
164	473	-503	315	473	-503	315	473	-503	315
165	-263	-285	189	-263	-285	189	-263	-285	189
166	701	-573	301	701	-573	301	701	-573	301
167	570	-558	319	570	-558	319	570	-558	319
168	454	-415	467	454	-415	467	454	-415	467
169	-198	-456	227	-198	-456	227	-198	-456	227
170	510	-443	442	510	-443	442	510	-443	442
171	700	-436	475	700	-436	475	700	-436	475
172	-172	-454	247	-172	-454	247	-172	-454	247
173	-118	-351	147	-118	-351	147	-118	-351	147
174	235	738	-791	235	738	-791	235	738	-791
175	-562	-355	-292	-562	-355	-292	-562	-355	-292
176	168	787	-676	168	787	-676	168	787	-676
177	293	742	-775	293	742	-775	293	742	-775
178	357	633	-748	357	633	-748	357	633	-748
179	322	789	-619	322	789	-619	322	789	-619
180	166	709	-774	166	709	-774	166	709	-774
181	-91	-299	241	-91	-299	241	-91	-299	241
182	-794	-372	-425	-794	-372	-425	-794	-372	-425
183	-758	-483	-539	-758	-483	-539	-758	-483	-539
184	-48	-364	31	-48	-364	31	-48	-364	31
185	-228	-259	94	-228	-259	94	-228	-259	94
186	637	-405	462	637	-405	462	637	-405	462
187	-65	-326	156	-65	-326	156	-65	-326	156
188	309	619	-623	309	619	-623	309	619	-623
189	-637	-463	-466	-637	-463	-466	-637	-463	-466
190	-87	-247	249	-87	-247	249	-87	-247	249
191	680	-569	340	680	-569	340	680	-569	340
192	171	610	-603	171	610	-603	171	610	-603
193	-581	-522	-316	-581	-522	-316	-581	-522	-316
194	-197	-324	247	-197	-324	247	-197	-324	247
195	-645	-455	-292	-645	-455	-292	-645	-455	-292
196	-693	-426	-537	-693	-426	-537	-693	-426	-537
197	-47	-254	166	-47	-254	166	-47	-254	166
198	-549	-314	-506	-549	-314	-506	-549	-314	-506
199	-218	-348	261	-218	-348	261	-218	-348	261
200	468	-544	308	468	-544	308	468	-544	308
201	606	-566	433	606	-566	433	606	-566	433
202	294	617	-594	294	617	-594	294	617	-594
203	-117	-357	11	-117	-357	11	-117	-357	11
204	-178	-423	20	-178	-423	20	-178	-423	20
205	-579	-526	-377	-579	-526	-377	-579	-526	-377
206	541	-561	397	541	-561	397	541	-561	397
207	-40	-282	67	-40	-282	67	-40	-282	67
208	561	-409	359	561	-409	359	561	-409	359
209	347	562	-574	347	562	-574	347	562	-574
210	-194	-400	205	-194	-400	205	-194	-400	205
211	-52	-379	152	-52	-379	152	-52	-379	152
212	-616	-541	-398	-616	-541	-398	-616	-541	-398
213	343	758	-589	343	758	-589	343	758	-589
214	240	546	-674	240	546	-674	240	546	-674
215	-516	-486	-307	-516	-486	-307	-516	-486	-307
216	675	-585	430	675	-585	430	675	-585	430
217	-680	-317	-375	-680	-317	-375	-680	-317	-375
218	147	650	-684	147	650	-684	147	650	-684
219	-215	-389	46	-215	-389	46	-215	-389	46
220	298	528	-635	298	528	-635	298	528	-635
221	-733	-310	-491	-733	-310	-491	-733	-310	-491
222	-540	-510	-473	-540	-510	-473	-540	-510	-473
223	-547	-536	-557	-547	-536	-557	-547	-536	-557
224	-144	-280	44	-144	-280	44	-144	-280	44
225	505	-439	280	505	-439	280	505	-439	280
226	-35	-452	182	-35	-452	182	-35	-452	182
227	-294	-234	189	-294	-234	189	-294	-234	189
228	151	604	-571	151	604	-571	151	604	-571
229	-192	-245	153	-192	-245	153	-192	-245	153
230	-668	-319	-393	-668	-319	-393	-668	-319	-393
231	701	-551	420	701	-551	420	701	-551	420
232	198	643	-732	198	643	-732	198	643	-732
233	240	522	-601	240	522	-601	240	522	-601
234	-268	-215	28	-268	-215	28	-268	-215	28
235	-643	-312	-376	-643	-312	-376	-643	-312	-376
236	-230	-210	-6	-230	-210	-6	-230	-210	-6
237	319	542	-753	319	542	-753	319	542	-753
238	-729	-554	-463	-729	-554	-463	-729	-554	-463
239	-787	-532	-556	-787	-532	-556	-787	-532	-556
240	-45	-410	267	-45	-410	267	-45	-410	267
241	535	-606	282	535	-606	282	535	-606	282
242	233	624	-762	233	624	-762	233	624	-762
243	544	-554	499	544	-554	499	544	-554	499
244	-200	-310	77	-200	-310	77	-200	-310	77
245	-265	-396	207	-265	-396	207	-265	-396	207
246	464	-420	304	464	-420	304	464	-420	304
247	326	711	-790	326	711	-790	326	711	-790
248	564	-640	420	564	-640	420	564	-640	420
249	658	-366	493	658	-366	493	658	-366	493
250	189	644	-726	189	644	-726	189	644	-726
251	-244	-400	155	-244	-400	155	-244	-400	155
252	677	-529	482	677	-529	482	677	-529	482
253	386	529	-727	386	529	-727	386	529	-727
254	-551	-490	-419	-551	-490	-419	-551	-490	-419
255	-242	-327	44	-242	-327	44	-242	-327	44
256	-209	-231	203	-209	-231	203	-209	-231	203
257	-617	-458	-494	-617	-458	-494	-617	-458	-494
258	-626	-331	-538	-626	-331	-538	-626	-331	-538
259	467	-604	455	467	-604	455	467	-604	455
260	-711	-377	-312	-711	-377	-312	-711	-377	-312
261	-595	-506	-502	-595	-506	-502	-595	-506	-502
262	548	-487	395	548	-487	395	548	-487	395
263	237	548	-679	237	548	-679	237	548	-679
264	-242	-487	137	-242	-487	137	-242	-487	137
265	-773	-399	-310	-773	-399	-310	-773	-399	-310
266	-770	-327	-489	-770	-327	-489	-770	-327	-489
267	147	607	-702	147	607	-702	147	607	-702
268	-544	-307	-540	-544	-307	-540	-544	-307	-540
269	196	724	-708	196	724	-708	196	724	-708
270	478	-406	367	478	-406	367	478	-406	367
271	377	782	-646	377	782	-646	377	782	-646
272	663	-609	398	663	-609	398	663	-609	398
273	-141	-214	194	-141	-214	194	-141	-214	194
274	381	735	-795	381	735	-795	381	735	-795
275	-146	-487	149	-146	-487	149	-146	-487	149
276	-228	-340	43	-228	-340	43	-228	-340	43
277	-91	-285	160	-91	-285	160	-91	-285	160
278	321	711	-658	321	711	-658	321	711	-658
279	474	-581	448	474	-581	448	474	-581	448
280	303	723	-584	303	723	-584	303	723	-584
281	-77	-383	10	-77	-383	10	-77	-383	10
282	-637	-565	-489	-637	-565	-489	-637	-565	-489
283	248	769	-792	248	769	-792	248	769	-792
284	309	717	-721	309	717	-721	309	717	-721
285	148	631	-611	148	631	-611	148	631	-611
286	639	-635	389	639	-635	389	639	-635	389
287	271	594	-666	271	594	-666	271	594	-666
288	387	646	-756	387	646	-756	387	646	-756
289	664	-402	466	664	-402	466	664	-402	466
290	294	525	-619	294	525	-619	294	525	-619
291	561	-369	366	561	-369	366	561	-369	366
292	-788	-502	-504	-788	-502	-504	-788	-502	-504
293	-88	-382	36	-88	-382	36	-88	-382	36
294	-625	-421	-523	-625	-421	-523	-625	-421	-523
295	-711	-505	-473	-711	-505	-473	-711	-505	-473
296	-699	-325	-447	-699	-325	-447	-699	-325	-447
297	267	785	-830	267	785	-830	267	785	-830
298	555	-451	255	555	-451	255	555	-451	255
299	492	-637	463	492	-637	463	492	-637	463
300	658	-582	389	658	-582	389	658	-582	389
301	531	-602	264	531	-602	264	531	-602	264
302	-681	-334	-370	-681	-334	-370	-681	-334	-370
303	436	-387	520	436	-387	520	436	-387	520
304	-252	-426	77	-252	-426	77	-252	-426	77
305	-670	-471	-436	-670	-471	-436	-670	-471	-436
306	133	782	-680	133	782	-680	133	782	-680
307	356	631	-747	356	631	-747	356	631	-747
308	490	-478	262	490	-478	262	490	-478	262
309	166	781	-788	166	781	-788	166	781	-788
310	-789	-411	-443	-789	-411	-443	-789	-411	-443
311	-183	-230	26	-183	-230	26	-183	-230	26
312	358	678	-756	358	678	-756	358	678	-756
313	217	571	-605	217	571	-605	217	571	-605
314	-310	-299	245	-310	-299	245	-310	-299	245
315	-518	-576	-466	-518	-576	-466	-518	-576	-466
316	-63	-291	58	-63	-291	58	-63	-291	58
317	199	723	-586	199	723	-586	199	723	-586
318	-516	-560	-512	-516	-560	-512	-516	-560	-512
319	-225	-443	117	-225	-443	117	-225	-443	117
320	286	679	-828	286	679	-828	286	679	-828
321	284	749	-677	284	749	-677	284	749	-677
322	-540	-514	-359	-540	-514	-359	-540	-514	-359
323	-86	-222	28	-86	-222	28	-86	-222	28
324	124	571	-756	124	571	-756	124	571	-756
325	-279	-250	209	-279	-250	209	-279	-250	209
326	-196	-318	221	-196	-318	221	-196	-318	221
327	684	-414	342	684	-414	342	684	-414	342
328	-607	-552	-322	-607	-552	-322	-607	-552	-322
329	-48	-415	205	-48	-415	205	-48	-415	205
330	-672	-537	-496	-672	-537	-496	-672	-537	-496
331	-532	-307	-294	-532	-307	-294	-532	-307	-294
332	-633	-510	-433	-633	-510	-433	-633	-510	-433
333	-67	-251	76	-67	-251	76	-67	-251	76
334	-237	-372	190	-237	-372	190	-237	-372	190
335	276	578	-669	276	578	-669	276	578	-669
336	684	-377	450	684	-377	450	684	-377	450
337	-521	-453	-495	-521	-453	-495	-521	-453	-495
338	570	-463	297	570	-463	297	570	-463	297
339	247	769	-575	247	769	-575	247	769	-575
340	154	604	-763	154	604	-763	154	604	-763
341	-611	-584	-334	-611	-584	-334	-611	-584	-334
342	-615	-328	-319	-615	-328	-319	-615	-328	-319
343	-540	-413	-404	-540	-413	-404	-540	-413	-404
344	-71	-456	51	-71	-456	51	-71	-456	51
345	225	580	-822	225	580	-822	225	580	-822
346	703	-476	249	703	-476	249	703	-476	249
347	230	658	-705	230	658	-705	230	658	-705
348	-95	-243	2	-95	-243	2	-95	-243	2
349	174	532	-580	174	532	-580	174	532	-580
350	616	-575	313	616	-575	313	616	-575	313
351	-267	-314	201	-267	-314	201	-267	-314	201
352	-223	-231	220	-223	-231	220	-223	-231	220
353	-48	-376	238	-48	-376	238	-48	-376	238
354	-168	-388	33	-168	-388	33	-168	-388	33
355	610	-538	458	610	-538	458	610	-538	458
356	234	580	-679	234	580	-679	234	580	-679
357	-216	-226	268	-216	-226	268	-216	-226	268
358	-706	-418	-362	-706	-418	-362	-706	-418	-362
359	-58	-352	190	-58	-352	190	-58	-352	190
360	-60	-468	34	-60	-468	34	-60	-468	34
361	707	-465	313	707	-465	313	707	-465	313
362	571	-411	265	571	-411	265	571	-411	265
363	-147	-379	23	-147	-379	23	-147	-379	23
364	-647	-314	-436	-647	-314	-436	-647	-314	-436
365	-307	-405	151	-307	-405	151	-307	-405	151
366	-200	-345	49	-200	-345	49	-200	-345	49
367	149	662	-709	149	662	-709	149	662	-709
368	-699	-479	-478	-699	-479	-478	-699	-479	-478
369	-673	-488	-331	-673	-488	-331	-673	-488	-331
370	-307	-240	227	-307	-240	227	-307	-240	227
371	-238	-331	142	-238	-331	142	-238	-331	142
372	571	-472	277	571	-472	277	571	-472	277
373	-146	-290	6	-146	-290	6	-146	-290	6
374	-721	-418	-450	-721	-418	-450	-721	-418	-450
375	-312	-332	227	-312	-332	227	-312	-332	227
376	354	518	-778	354	518	-778	354	518	-778
377	-75	-273	204	-75	-273	204	-75	-273	204
378	452	-425	358	452	-425	358	452	-425	358
379	-233	-237	-11	-233	-237	-11	-233	-237	-11
380	273	739	-646	273	739	-646	273	739	-646
381	146	637	-596	146	637	-596	146	637	-596
382	119	544	-712	119	544	-712	119	544	-712
383	-633	-462	-550	-633	-462	-550	-633	-462	-550
384	-199	-250	265	-199	-250	265	-199	-250	265
385	568	-587	397	568	-587	397	568	-587	397
386	-242	-240	169	-242	-240	169	-242	-240	169
387	-118	-399	159	-118	-399	159	-118	-399	159
388	-731	-560	-511	-731	-560	-511	-731	-560	-511
389	542	-631	381	542	-631	381	542	-631	381
390	332	734	-636	332	734	-636	332	734	-636
391	-190	-358	228	-190	-358	228	-190	-358	228
392	562	-544	289	562	-544	289	562	-544	289
393	263	623	-636	263	623	-636	263	623	-636
394	233	774	-653	233	774	-653	233	774	-653
395	-539	-510	-552	-539	-510	-552	-539	-510	-552
396	-623	-341	-285	-623	-341	-285	-623	-341	-285
397	-659	-526	-378	-659	-526	-378	-659	-526	-378
398	219	563	-634	219	563	-634	219	563	-634
399	-643	-337	-420	-643	-337	-420	-643	-337	-420
400	-297	-445	87	-297	-445	87	-297	-445	87
401	-632	-519	-558	-632	-519	-558	-632	-519	-558
402	-707	-497	-295	-707	-497	-295	-707	-497	-295
403	-643	-355	-462	-643	-355	-462	-643	-355	-462
404	587	-641	266	587	-641	266	587	-641	266
405	-121	-466	209	-121	-466	209	-121	-466	209
406	285	629	-660	285	629	-660	285	629	-660
407	-753	-309	-543	-753	-309	-543	-753	-309	-543
408	620	-495	351	620	-495	351	620	-495	351
409	226	634	-635	226	634	-635	226	634	-635
410	-635	-530	-343	-635	-530	-343	-635	-530	-343
411	676	-613	276	676	-613	276	676	-613	276
412	673	-412	296	673	-412	296	673	-412	296
413	-682	-461	-428	-682	-461	-428	-682	-461	-428
414	342	754	-702	342	754	-702	342	754	-702
415	-49	-260	118	-49	-260	118	-49	-260	118
416	649	-377	303	649	-377	303	649	-377	303
417	-140	-449	-3	-140	-449	-3	-140	-449	-3
418	608	-417	437	608	-417	437	608	-417	437
419	345	533	-728	345	533	-728	345	533	-728
420	580	-581	351	580	-581	351	580	-581	351
421	553	-537	476	553	-537	476	553	-537	476
422	643	-453	318	643	-453	318	643	-453	318
423	-259	-420	130	-259	-420	130	-259	-420	130
424	248	739	-728	248	739	-728	248	739	-728
425	-124	-246	54	-124	-246	54	-124	-246	54
426	273	699	-557	273	699	-557	273	699	-557
427	-708	-515	-494	-708	-515	-494	-708	-515	-494
428	427	-449	459	427	-449	459	427	-449	459
429	155	784	-794	155	784	-794	155	784	-794
430	175	640	-829	175	640	-829	175	640	-829
431	301	536	-658	301	536	-658	301	536	-658
432	179	677	-719	179	677	-719	179	677	-719
433	192	707	-586	192	707	-586	192	707	-586
434	430	-585	378	430	-585	378	430	-585	378
435	319	737	-820	319	737	-820	319	737	-820
436	384	745	-716	384	745	-716	384	745	-716
437	508	-618	388	508	-618	388	508	-618	388
438	456	-509	472	456	-509	472	456	-509	472
439	-664	-453	-476	-664	-453	-476	-664	-453	-476
440	202	732	-590	202	732	-590	202	732	-590
441	220	685	-782	220	685	-782	220	685	-782
442	219	620	-599	219	620	-599	219	620	-599
443	614	-455	479	614	-455	479	614	-455	479
444	523	-601	277	523	-601	277	523	-601	277
445	-167	-388	222	-167	-388	222	-167	-388	222
446	-749	-348	-340	-749	-348	-340	-749	-348	-340
447	294	594	-750	294	594	-750	294	594	-750
448	-218	-390	263	-218	-390	263	-218	-390	263
449	-787	-570	-383	-787	-570	-383	-787	-570	-383
450	-66	-326	159	-66	-326	159	-66	-326	159
451	-194	-414	83	-194	-414	83	-194	-414	83
452	286	657	-750	286	657	-750	286	657	-750
453	160	603	-697	160	603	-697	160	603	-697
454	-62	-287	247	-62	-287	247	-62	-287	247
455	251	640	-560	251	640	-560	251	640	-560
456	504	-559	375	504	-559	375	504	-559	375
457	347	676	-566	347	676	-566	347	676	-566
458	-296	-220	145	-296	-220	145	-296	-220	145
459	560	-568	323	560	-568	323	560	-568	323
460	356	641	-776	356	641	-776	356	641	-776
461	641	-468	471	641	-468	471	641	-468	471
462	-762	-524	-469	-762	-524	-469	-762	-524	-469
463	-107	-316	214	-107	-316	214	-107	-316	214
464	574	-532	336	574	-532	336	574	-532	336
465	-632	-393	-313	-632	-393	-313	-632	-393	-313
466	570	-609	246	570	-609	246	570	-609	246
467	681	-539	436	681	-539	436	681	-539	436
468	-114	-327	236	-114	-327	236	-114	-327	236
469	183	636	-630	183	636	-630	183	636	-630
470	435	-526	279	435	-526	279	435	-526	279
471	541	-525	448	541	-525	448	541	-525	448
472	268	694	-631	268	694	-631	268	694	-631
473	-142	-463	66	-142	-463	66	-142	-463	66
474	443	-587	481	443	-587	481	443	-587	481
475	-672	-461	-341	-672	-461	-341	-672	-461	-341
476	-142	-465	220	-142	-465	220	-142	-465	220
477	310	749	-682	310	749	-682	310	749	-682
478	-676	-494	-323	-676	-494	-323	-676	-494	-323
479	570	-389	457	570	-389	457	570	-389	457
480	451	-532	482	451	-532	482	451	-532	482
481	-139	-254	105	-139	-254	105	-139	-254	105
482	451	-536	487	451	-536	487	451	-536	487
483	533	-532	484	533	-532	484	533	-532	484
484	-624	-523	-363	-624	-523	-363	-624	-523	-363
485	-223	-373	195	-223	-373	195	-223	-373	195
486	442	-524	281	442	-524	281	442	-524	281
487	-577	-526	-499	-577	-526	-499	-577	-526	-499
488	-781	-359	-527	-781	-359	-527	-781	-359	-527
489	237	606	-761	237	606	-761	237	606	-761
490	361	658	-723	361	658	-723	361	658	-723
491	-130	-245	39	-130	-245	39	-130	-245	39
492	293	592	-624	293	592	-624	293	592	-624
493	-656	-514	-402	-656	-514	-402	-656	-514	-402
494	-58	-459	33	-58	-459	33	-58	-459	33
495	359	781	-776	359	781	-776	359	781	-776
496	618	-560	381	618	-560	381	618	-560	381
497	-129	-442	46	-129	-442	46	-129	-442	46
498	-164	-355	31	-164	-355	31	-164	-355	31
499	-544	-570	-530	-544	-570	-530	-544	-570	-530
500	-300	-217	261	-300	-217	261	-300	-217	261
501	656	-386	438	656	-386	438	656	-386	438
502	-781	-576	-390	-781	-576	-390	-781	-576	-390
503	179	763	-729	179	763	-729	179	763	-729
504	-658	-320	-499	-658	-320	-499	-658	-320	-499
505	597	-602	455	597	-602	455	597	-602	455
506	-251	-257	160	-251	-257	160	-251	-257	160
507	-101	-367	193	-101	-367	193	-101	-367	193
508	148	561	-725	148	561	-725	148	561	-725
509	-303	-361	251	-303	-361	251	-303	-361	251
510	-253	-272	97	-253	-272	97	-253	-272	97
511	-311	-267	148	-311	-267	148	-311	-267	148
512	-752	-431	-560	-752	-431	-560	-752	-431	-560
513	295	596	-568	295	596	-568	295	596	-568
514	-599	-558	-520	-599	-558	-520	-599	-558	-520
515	-727	-312	-420	-727	-312	-420	-727	-312	-420
516	613	-539	252	613	-539	252	613	-539	252
517	-233	-466	151	-233	-466	151	-233	-466	151
518	498	-614	288	498	-614	288	498	-614	288
519	-212	-370	248	-212	-370	248	-212	-370	248
520	-734	-536	-505	-734	-536	-505	-734	-536	-505
521	552	-619	468	552	-619	468	552	-619	468
522	-227	-341	95	-227	-341	95	-227	-341	95
523	477	-481	376	477	-481	376	477	-481	376
524	299	535	-642	299	535	-642	299	535	-642
525	583	-384	379	583	-384	379	583	-384	379
526	-179	-421	140	-179	-421	140	-179	-421	140
527	596	-368	384	596	-368	384	596	-368	384
528	-707	-441	-356	-707	-441	-356	-707	-441	-356
529	535	-635	447	535	-635	447	535	-635	447
530	359	701	-752	359	701	-752	359	701	-752
531	-120	-210	34	-120	-210	34	-120	-210	34
532	-659	-309	-290	-659	-309	-290	-659	-309	-290
533	-573	-365	-551	-573	-365	-551	-573	-365	-551
534	539	-578	392	539	-578	392	539	-578	392
535	-168	-212	54	-168	-212	54	-168	-212	54
536	504	-517	287	504	-517	287	504	-517	287
537	329	555	-591	329	555	-591	329	555	-591
538	-228	-256	207	-228	-256	207	-228	-256	207
539	-629	-553	-413	-629	-553	-413	-629	-553	-413
540	-272	-411	135	-272	-411	135	-272	-411	135
541	703	-433	395	703	-433	395	703	-433	395
542	657	-602	472	657	-602	472	657	-602	472
543	442	-436	275	442	-436	275	442	-436	275
544	132	700	-683	132	700	-683	132	700	-683
545	-627	-496	-416	-627	-496	-416	-627	-496	-416
546	315	785	-768	315	785	-768	315	785	-768
547	505	-413	503	505	-413	503	505	-413	503
548	656	-571	356	656	-571	356	656	-571	356
549	-781	-510	-494	-781	-510	-494	-781	-510	-494
550	359	772	-823	359	772	-823	359	772	-823
551	-71	-376	230	-71	-376	230	-71	-376	230
552	-712	-476	-335	-712	-476	-335	-712	-476	-335
553	698	-574	420	698	-574	420	698	-574	420
554	-737	-423	-555	-737	-423	-555	-737	-423	-555
